pricipal_country_served;primary_source_water_type;status;type;water_system_name;water_system_no
WILL;GW;I;C;IL AMERICAN-RANSOM;IL1977940
RICHLAND;SWP;I;C;IL AMERICAN-SADORUS;IL1595125
CRAWFORD;GWP;I;C;IL YOUTH CENTER KEWANEE;IL0330030
ROCK ISLAND;GW;I;C;KANKAKEE CORRECTIONAL CENTER;IL1617485
BUREAU;GW;I;C;KINCADE ACRES MHP;IL0115050
JACKSON;SWP;I;C;KIRK WATER LINE INC;IL0775440
STEPHENSON;GW;I;C;L AND G MHP;IL1779500
MCHENRY;GW;I;C;LAKE ARISPIE WATER COMPANY, INC.;IL1110120
COLES;GW;I;C;LAKE INDIAN HILLS SUBDIVISION;IL0295225
LAWRENCE;GWP;I;C;LAKE LE-AQUA-NA STATE PARK;IL1010010
LOGAN;GWP;I;C;LAKEVIEW ACRES HOME OWNERS ASSN;IL1075450
SHELBY;GWP;I;C;LAKEVIEW RANCH MHP;IL1730020
JO DAVIESS;GW;I;C;LAWRENCE COUNTY CORRECTIONAL CENTER;IL0850020
COOK;SWP;I;NC;LINCOLN CORRECTIONAL CENTER;IL0317930
KANKAKEE;GWP;I;C;LINCOLN PRAIRIE WATER COMPANY;IL0910110
KANKAKEE;GWP;I;C;LONGHOLLOW POINT;IL0910090
EFFINGHAM;GWP;I;C;MADDEN MHC;IL0490300
MCHENRY;GW;I;C;MAPLE RIDGE MHP;IL1110930
CARROLL;GW;I;NC;MAPLE VALLEY MHP;IL0159510
MCLEAN;GW;I;NC;MASON;IL1139520
DU PAGE;GW;I;C;MEADOWS OF WEST BAY WATER TREATMENT;IL0435900
JERSEY;GWP;I;C;MISSISSIPPI PALISADES STATE PARK;IL0835080
KANKAKEE;GWP;I;C;MORAINE VIEW STATE PARK;IL0910120
MCHENRY;GWP;I;C;NORTHWEST BELMONT IMPROVEMENT ASSOCIATIO;IL1115125
PERRY;SWP;I;C;NUTWOOD WATER DISTRICT;IL1455350
COOK;GW;I;C;OAK RIDGE MHP;IL0310260
BUREAU;GW;I;C;OAKBROOK ESTATES MHP;IL0115429
KANE;GW;I;C;OLD DUQUOIN PWD;IL0890090
WILL;GW;I;C;OLYMPIA FIELDS COUNTRY CLUB;IL1977330
JERSEY;GW;I;C;ORCHARD VIEW REHAB & HEALTH CARE CENTER;IL0839530
JACKSON;SWP;I;C;OTTER CREEK WATER RECLAIMATION DISTRICT;IL0775430
LAKE;GW;I;C;PARK ROAD WATER ASSOCIATION;IL0971180
JOHNSON;GWP;I;C;PERE MARQUETTE STATE PARK;IL0870020
CHAMPAIGN;GW;I;C;PINE SHORE APARTMENTS;IL0195845
COOK;GW;I;C;PINE VIEW APARTMENTS;IL0317080
PERRY;SWP;I;C;PLEASANT GROVE WATER SUPPLY CORPORATION;IL1455380
LAKE;GW;I;C;PLEASANT PLAINS MHP;IL0971100
LAKE;GW;I;C;PLUM CREEK CONDOS;IL0975950
RICHLAND;GWP;I;C;POSSUM BRANCH WTR ASSOCIATION;IL1590020
EDGAR;GW;I;C;PROVIDENCE AT PAINTED LAKES;IL0450350
DE WITT;GW;I;C;RAND ESTS SBDV;IL0395185
WINNEBAGO;GWP;I;C;RE WATER CORPORATION;IL2015655
LAKE;SWP;I;C;REDMON;IL0971451
MONTGOMERY;SWP;I;C;RIDGEVIEW MHP;IL1355150
BOND;SWP;I;C;RIVERVIEW MHP (WINNEBAG0);IL0055100
TAZEWELL;GW;I;C;RIVERWOODS SPECIAL SERVICE DISTRICT 3;IL1797300
LEE;GW;I;C;ROCKY HOLLOW WATER DISTRICT;IL1030350
ST CLAIR;SWP;I;C;ROYAL LAKE WATER DISTRICT;IL1635240
COOK;GW;I;C;SADDLEBROOK ESTATES SUBDIVISION;IL0317725
JACKSON;SWP;I;C;SAUK VALLEY STUDENT HOUSING;IL0775450
SALINE;GWP;I;C;SCOTT AFB PROPERTIES LLC;IL1650300
MCLEAN;SWP;I;C;SILO MHP;IL1130090
FULTON;GUP;I;C;SIU PROPERTIES VIA CARBONDALE;IL0570260
LAKE;GW;I;C;SOUTHEASTERN ILLINOIS COLLEGE;IL0977010
DU PAGE;GW;I;NC;SOUTHGATE ESTATES MHC;IL0439090
ADAMS;GWP;I;C;SPOON RIVER COLLEGE;IL0015815
LAKE;GW;I;C;STURM SBDV;IL0971210
MONROE;GW;I;C;SUBURBAN HOSPITAL;IL1335050
COOK;SWP;I;C;T AND C MOBILE ESTATES MHP;IL0317850
WILL;GW;I;C;TERRACE OAK APARTMENTS;IL1975465
DU PAGE;GWP;I;C;TIMBERLAKES HOMEOWNERS ASSOCIATION;IL0437300
CRAWFORD;GWP;I;C;TINLEY PARK MHC;IL0335200
UNION;GW;I;NC;TREASURE ISLAND MHP;IL1810010
COOK;SWP;I;C;TRI-STATE VILLAGE;IL0315320
LAKE;SWP;I;C;TRIMBLE WATER COMPANY;IL0971170
RICHLAND;GWP;I;C;UNION COUNTY CONSERVATION AREA;IL1595150
STEPHENSON;GWP;I;C;UNION PACIFIC RAILROAD;IL1770210
MADISON;SWP;I;C;UNIVERSITY ST MARY OF THE LAKE;IL1191100
WILL;GW;I;C;WATERGATE SUBDIVISION;IL1975495
MCHENRY;GW;I;C;WESTPORT VILLAGE APARTMENT LP;IL1110130
SANGAMON;SWP;I;C;WILLIAMSON;IL1670100
LA SALLE;GW;I;C;WOODCREEK MHP;IL0990030
DU PAGE;SWP;I;C;WOODS CREEK WATER SUPPLY;IL0437550
FULTON;GWP;P;C;WOODSIDE MHC;IL0578020
MCDONOUGH;SWP;P;C;WOODSMOKE RANCH ASSOCIATION;IL1090380
COOK;SWP;P;C;YORK CENTER COOP;IL0311960
COOK;SWP;P;C;BERNADOTTE TOWNSHIP;IL0312020
